location,size,total_sqft,bath,price,bhk,price_per_sqft
Kodigehalli,2 BHK,1270,2,98,2,7716.535433
Patelappa Layout,2 BHK,1200,2,62,2,5166.666667
Ring Road Nagarbhavi,4 BHK,4800,4,235,4,4895.833333
NS Palya,2 BHK,1200,2,74,2,6166.666667
Subramanyapura,2 BHK,929,2,50.17,2,5400.430571
RMV 2nd Stage,4 BHK,1150,4,260,4,22608.69565
Basavangudi,4 Bedroom,1125,4,180,4,16000
Kenchenahalli,5 Bedroom,500,3,65,5,13000
3rd Block Hrbr Layout,5 Bedroom,1200,5,190,5,15833.33333
KUDLU MAIN ROAD,3 BHK,1464,3,56,3,3825.136612
7th Phase JP Nagar,4 BHK,3600,4,400,4,11111.11111
Bank Avenue,4 Bedroom,2000,4,99,4,4950
Chikkalasandra,2 BHK,1208,2,49,2,4056.291391
Hebbal Kempapura,2 BHK,1130,2,60,2,5309.734513
Surabhi Layout,3 BHK,1753,3,120,3,6845.407872
Old Madras Road,5 BHK,4500,7,337,5,7488.888889
Banjara Layout,3 Bedroom,600,3,58,3,9666.666667
Hoodi,2 BHK,1196,2,94.42,2,7894.648829
5th Phase JP Nagar,2 BHK,1150,3,52.5,2,4565.217391
Electronic City,2 BHK,1128,2,63,2,5585.106383
Omkar Nagar,2 BHK,1000,2,53,2,5300
Yelahanka,2 BHK,1035,2,45,2,4347.826087
Kereguddadahalli,2 BHK,950,2,32,2,3368.421053
Bisuvanahalli,3 BHK,1075,2,36,3,3348.837209
Whitefield,2 BHK,1040,2,48.5,2,4663.461538
Maragondanahalli,2 Bedroom,720,2,45,2,6250
Lingadheeranahalli,3 BHK,1511,3,95,3,6287.227002
Silk Board,3 BHK,1300,3,58,3,4461.538462
Hoodi,3 BHK,1545,3,68.75,3,4449.838188
Shampura,1 BHK,375,2,26,1,6933.333333
Vidyaranyapura,2 BHK,1062,2,38,2,3578.154426
Kada Agrahara,2 BHK,1115,2,40,2,3587.443946
JP Nagar,2 BHK,1000,2,35,2,3500
Kambipura,2 BHK,883,2,45,2,5096.262741
Sarjapur  Road,2 BHK,1195,2,70,2,5857.740586
BHEL Layout,4 Bedroom,1200,3,165,4,13750
Medahalli,1 Bedroom,700,1,41,1,5857.142857
Vittasandra,2 BHK,1246,2,67,2,5377.207063
8th Phase JP Nagar,4 Bedroom,660,4,90,4,13636.36364
Banashankari Stage III,4 Bedroom,8500,4,145,4,1705.882353
Kashi Nagar,4 BHK,1600,4,80,4,5000
Haralur Road,4 BHK,2805,5,154,4,5490.196078
Begur Road,3 BHK,1584,3,65,3,4103.535354
Sector 7 HSR Layout,4 Bedroom,3000,5,275,4,9166.666667
Hosur Road,3 BHK,1175,2,48,3,4085.106383
"Yemlur, Old Airport Road, ",3 BHK,1595,3,115,3,7210.031348
VHBCS Layout,2 BHK,1353,2,110,2,8130.081301
Electronic City,3 BHK,1599,3,125,3,7817.385866
Whitefield,2 BHK,1150,2,70,2,6086.956522
Jakkur,4 BHK,5230,6,465,4,8891.013384
KR Puram,2 BHK,1155,2,42.74,2,3700.4329
Ittamadu,1 BHK,1200,2,85,1,7083.333333
Electronic City Phase II,2 BHK,1000,2,25,2,2500
Thanisandra,4 BHK,3000,4,120,4,4000
Rajiv Nagar,3 BHK,1867,3,160,3,8569.898232
Ramagondanahalli,2 BHK,1251,2,47,2,3756.994404
Gattahalli,2 BHK,1028,2,45.5,2,4426.070039
Arekere,2 BHK,1222,2,45,2,3682.487725
Bannerghatta Road,3 BHK,1170,2,66,3,5641.025641
Hebbal,3 BHK,2400,4,245,3,10208.33333
Ramanjaneyanagar,3 BHK,1385,2,48.48,3,3500.361011
HSR Layout,2 BHK,1372,2,68,2,4956.268222
Magadi Road,3 BHK,1282,2,49,3,3822.152886
Mico Layout,9 BHK,5000,9,210,9,4200
7th Block Jayanagar,5 Bedroom,3000,3,528,5,17600
Kanakpura Road,2 BHK,1135,2,39.73,2,3500.440529
Whitefield,3 BHK,1768,3,101,3,5712.669683
Byatarayanapura,3 BHK,1325,2,90,3,6792.45283
Electronic City,3 BHK,1599,3,99,3,6191.369606
Whitefield,3 Bedroom,1500,3,61.95,3,4130
2nd Phase JP Nagar,3 Bedroom,2610,3,499,3,19118.77395
Uttarahalli,2 BHK,1286,2,63,2,4898.911353
Kammanahalli,5 BHK,2845,5,140,5,4920.913884
K G Colony,3 BHK,1600,2,50,3,3125
Hennur Road,2 BHK,1317.5,2,63.77,2,4840.227704
Hebbal,3 BHK,3450,5,260,3,7536.231884
Munnekollal,2 BHK,1102,2,53.67,2,4870.235935
Yelahanka,2 BHK,1350,2,54,2,4000
Banashankari,3 BHK,1200,2,42,3,3500
Hosa Road,6 Bedroom,1300,6,145,6,11153.84615
Herohalli,2 Bedroom,1800,1,80,2,4444.444444
Chikkabanavar,2 BHK,950,2,40,2,4210.526316
Kanakpura Road,1 BHK,525,1,27.25,1,5190.47619
Attibele,2 BHK,656,2,25,2,3810.97561
Marathahalli,4 Bedroom,1780,4,175,4,9831.460674
3rd Block Hrbr Layout,2 BHK,1056,2,80,2,7575.757576
Bannerghatta Road,1 BHK,595,1,33.32,1,5600
Ittamadu,2 BHK,1080,2,50,2,4629.62963
7th Phase JP Nagar,3 BHK,2225,3,160,3,7191.011236
Bommasandra,2 BHK,1126,2,28.15,2,2500
Electronics City Phase 1,3 BHK,1490,3,84,3,5637.583893
HRBR Layout,4 Bedroom,2000,4,300,4,15000
Sarjapur  Road,3 BHK,1550,3,100,3,6451.612903
Ashwini layout,2 BHK,1160,2,55,2,4741.37931
Whitefield,4 Bedroom,4144,4,315,4,7601.351351
Sarjapur  Road,3 BHK,2100,3,125,3,5952.380952
Vittasandra,2 BHK,1404,2,69.3,2,4935.897436
Sarjapur  Road,4 Bedroom,2230,4,225,4,10089.6861
Marathalli bridge,3 BHK,1544,3,120,3,7772.020725
Banashankari Stage III,3 BHK,1305,2,58.7,3,4498.084291
Marathahalli,2 BHK,1230,2,80,2,6504.065041
T.C PALYA,2 Bedroom,1200,2,65,2,5416.666667
Harlur,3 BHK,1460,3,73,3,5000
Gottigere,2 BHK,967,2,45,2,4653.567735
Byatarayanapura,1 Bedroom,540,1,36,1,6666.666667
Hormavu,1 BHK,715,1,46,1,6433.566434
Whitefield,3 BHK,2500,3,313,3,12520
Dooravani Nagar,3 BHK,1578,3,180,3,11406.84411
Mysore Road,2 BHK,1020,2,48.95,2,4799.019608
Jigani,2 BHK,1020,2,40,2,3921.568627
Koramangala,2 BHK,1253,2,102,2,8140.462889
JCR Layout,2 BHK,1180,2,42,2,3559.322034
Nehru Nagar,2 BHK,961,2,38,2,3954.21436
Kanakapura,3 BHK,1419,3,75,3,5285.412262
Harlur,3 BHK,1709,3,150,3,8777.06261
Papareddipalya,2 Bedroom,1600,2,115,2,7187.5
Venkatapura,1 BHK,416,1,18.5,1,4447.115385
Sanjay nagar,2 BHK,1100,2,98,2,8909.090909
HSR Layout,3 BHK,1430,2,65,3,4545.454545
Sneha Colony,2 BHK,1260,2,45,2,3571.428571
RMV Extension,3 BHK,1630,3,85,3,5214.723926
Sarjapur  Road,3 BHK,1249,3,44.71,3,3579.663731
Kalena Agrahara,3 BHK,1450,2,85,3,5862.068966
Konanakunte,3 BHK,2791,3,223,3,7989.967753
Hosapalya,1 BHK,600,1,90,1,15000
Ashwini layout,1 BHK,834,1,60,1,7194.244604
Doddagubbi,3 Bedroom,1125,4,70,3,6222.222222
Arekere,3 BHK,2060,3,140,3,6796.116505
Malleshwaram,7 BHK,12000,7,2200,7,18333.33333
Gottigere,2 BHK,891,2,25,2,2805.836139
Raja Rajeshwari Nagar,2 BHK,1133,2,49.07,2,4330.9797
Bisuvanahalli,3 BHK,1075,2,37,3,3441.860465
Sector 6 HSR Layout,4 BHK,3000,5,260,4,8666.666667
Brookefield,4 Bedroom,2440,5,425,4,17418.03279
Vidyaranyapura,2 BHK,1200,2,55,2,4583.333333
Thanisandra,2 BHK,1075,2,45.8,2,4260.465116
Kaggadasapura,2 BHK,1140,2,40,2,3508.77193
Margondanahalli,5 Bedroom,940,4,150,5,15957.44681
ITI Layout,6 Bedroom,2160,5,250,6,11574.07407
Raja Rajeshwari Nagar,2 BHK,1090,2,42,2,3853.211009
R.T. Nagar,4 Bedroom,1500,4,70,4,4666.666667
Whitefield,4 BHK,4104,4,360,4,8771.929825
Whitefield,3 BHK,1790,3,100,3,5586.592179
Hebbal,3 BHK,1920,3,134,3,6979.166667
HRBR Layout,2 BHK,1374,2,95,2,6914.11936
Bannerghatta Road,3 BHK,1445,3,95,3,6574.394464
Kanakapura,1 BHK,711,1,36,1,5063.291139
Tumkur Road,3 BHK,1500,3,95,3,6333.333333
Whitefield,3 BHK,1720,3,100,3,5813.953488
Vasanthapura,3 BHK,1400,3,60,3,4285.714286
Kundalahalli,2 BHK,1030,2,49,2,4757.281553
Mysore Road,2 BHK,1200,2,85,2,7083.333333
Hosahalli,3 BHK,1375,3,70,3,5090.909091
Hegde Nagar,2 Bedroom,1050,1,56,2,5333.333333
Jalahalli,3 BHK,2250,3,160,3,7111.111111
Bellandur,2 BHK,1000,2,50,2,5000
Jalahalli West,1 BHK,469,1,25,1,5330.490405
Marathahalli,4 BHK,3800,4,250,4,6578.947368
Kambipura,2 BHK,883,2,29,2,3284.258211
GM Palaya,3 BHK,1820,2,86,3,4725.274725
Singasandra,3 BHK,1440,2,65,3,4513.888889
near Ramanashree California resort,6 BHK,3600,4,160,6,4444.444444
Malleshwaram,4 BHK,2500,5,325,4,13000
Mahadevpura,2 BHK,1225,2,48,2,3918.367347
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000,3,660,3,16500
Chikkalasandra,2 BHK,875,2,52.8,2,6034.285714
Jalahalli East,1 BHK,750,1,40,1,5333.333333
6th Phase JP Nagar,2 BHK,1180,2,80,2,6779.661017
Haralur Road,2 BHK,1194,2,47,2,3936.348409
Hennur Road,3 BHK,1500,2,62,3,4133.333333
Poornapragna Housing Society Layout,2 BHK,1160,2,52.2,2,4500
Hosakerehalli,3 BHK,2378,3,262,3,11017.6619
Sarjapur,2 BHK,1128,2,60,2,5319.148936
Hebbal,3 BHK,1500,3,150,3,10000
Huskur,3 BHK,1220,2,35.23,3,2887.704918
Sarjapur  Road,2 BHK,1210,2,58,2,4793.38843
Kanakpura Road,3 BHK,1100,2,58,3,5272.727273
Bommasandra,3 BHK,1200,3,46,3,3833.333333
Haralur Road,4 BHK,3385,5,260,4,7680.945347
Nagondanahalli,3 BHK,1641,3,66,3,4021.937843
Horamavu Agara,2 BHK,1200,2,45,2,3750
Raja Rajeshwari Nagar,2 BHK,1260,2,67.39,2,5348.412698
Mahadevpura,3 BHK,1720,3,78,3,4534.883721
Yelahanka,2 BHK,1132.5,2,48.13,2,4249.889625
Yelahanka,2 BHK,1210,2,45.98,2,3800
Indira Nagar,4 Bedroom,2200,4,200,4,9090.909091
Bisuvanahalli,3 BHK,1075,2,45,3,4186.046512
Thanisandra,3 BHK,1702,3,130,3,7638.072855
Shanthala Nagar,2 BHK,1630,2,200,2,12269.93865
Raja Rajeshwari Nagar,2 BHK,1141,2,38.55,2,3378.61525
Shantiniketan Layout,3 BHK,2072,3,108,3,5212.355212
Herohalli,3 Bedroom,1200,2,70,3,5833.333333
Teachers Colony,3 BHK,1350,3,77,3,5703.703704
Bettahalsoor,4 Bedroom,4046,4,445,4,10998.51705
Srinivasa Nagar,3 BHK,1180,2,78.34,3,6638.983051
Yelahanka,3 BHK,35000,3,130,3,371.4285714
Langford Town,2 BHK,1355,2,115,2,8487.084871
Sulthangunta,1 Bedroom,600,1,50,1,8333.333333
Hormavu,7 Bedroom,1200,7,150,7,12500
Bannerghatta Road,3 BHK,1640,2,120,3,7317.073171
Byrathi Village,5 Bedroom,1200,5,100,5,8333.333333
Kodichikkanahalli,3 BHK,1190,2,57,3,4789.915966
OMBR Layout,4 Bedroom,2400,4,375,4,15625
Marathahalli,2 BHK,1019,2,49.85,2,4892.05103
Ambedkar Colony,3 BHK,1875,3,165,3,8800
Akshaya Nagar,3 BHK,1250,3,40,3,3200
Brookefield,3 Bedroom,1200,3,140,3,11666.66667
Whitefield,2 BHK,1140,2,56,2,4912.280702
Lingadheeranahalli,3 BHK,1683,3,109,3,6476.530006
Kaggadasapura,3 BHK,1515,3,83.3,3,5498.349835
Hoodi,4 BHK,2118,4,111,4,5240.793201
Bannerghatta Road,4 Bedroom,1380,3,58,4,4202.898551
Varthur Road,2 BHK,1083,2,61.75,2,5701.754386
Anjappa Layout,2 Bedroom,600,2,55,2,9166.666667
Avalahalli,3 BHK,2300,3,120,3,5217.391304
Prakruthi Nagar,2 BHK,1240,2,60,2,4838.709677
Surabhi Layout,3 BHK,1750,3,120,3,6857.142857
Sadaramangala,2 BHK,1230,2,43.48,2,3534.95935
Anjanapura,3 Bedroom,1500,3,139,3,9266.666667
Abbigere,2 BHK,985,2,40.39,2,4100.507614
Tindlu,3 Bedroom,1500,2,87,3,5800
Electronic City,2 BHK,1125,2,32.49,2,2888
Maruthi Sevanagar,2 BHK,950,2,44,2,4631.578947
Kothanur,3 BHK,1580,3,76,3,4810.126582
B Narayanapura,3 Bedroom,1092,2,98.5,3,9020.14652
Electronic City Phase II,2 BHK,1090,2,28.34,2,2600
Hennur Road,3 Bedroom,2264,3,159,3,7022.968198
Dommasandra,3 BHK,1033,2,25.53,3,2471.442401
Kammasandra,2 BHK,810,2,24.5,2,3024.691358
Green Garden Layout,2 BHK,1045,2,45,2,4306.220096
Hebbal,2 BHK,1337,2,82,2,6133.133882
Chandapura,2 BHK,1200,2,32,2,2666.666667
Koramangala,3 BHK,1580,3,160,3,10126.58228
Begur Road,3 BHK,1500,2,54,3,3600
Whitefield,3 BHK,1640,4,91,3,5548.780488
Silver Springs Layout,3 BHK,1570,3,62,3,3949.044586
Gubbalala,3 BHK,1470,2,82,3,5578.231293
Kengeri,2 BHK,1160,2,40.61,2,3500.862069
7th Phase JP Nagar,2 BHK,1050,2,71,2,6761.904762
Dairy Circle,3 BHK,1855,3,225,3,12129.38005
Bannerghatta Road,3 BHK,1460,2,90,3,6164.383562
Hulimavu,3 BHK,1823,3,100,3,5485.463522
Electronic City,2 BHK,1094,2,42,2,3839.122486
Budigere,2 BHK,1153,2,57,2,4943.625325
Hoysalanagar,3 BHK,1325,3,57,3,4301.886792
Parappana Agrahara,4 Bedroom,1200,3,85,4,7083.333333
Jakkur,3 BHK,1590,2,125,3,7861.63522
Jeevan bima nagar,5 Bedroom,1210,4,160,5,13223.1405
Raja Rajeshwari Nagar,4 Bedroom,1200,4,220,4,18333.33333
Narayana Nagar 1st Block,2 BHK,1202,2,48,2,3993.344426
Haralur Road,2 BHK,1202,2,53,2,4409.317804
KSRTC Layout,2 BHK,1200,2,62.5,2,5208.333333
Panathur,3 BHK,1688,3,118,3,6990.521327
Kaval Byrasandra,2 BHK,1020,2,52,2,5098.039216
Sarjapur,2 BHK,1185,2,47,2,3966.244726
Ramagondanahalli,2 BHK,1235,2,52.04,2,4213.765182
Hosakerehalli,4 BHK,3205,5,500,4,15600.62402
Banashankari,2 BHK,1077,2,37.64,2,3494.893222
Kengeri Satellite Town,3 BHK,1415,2,66,3,4664.310954
EPIP Zone,3 BHK,2330,3,162,3,6952.7897
Whitefield,2 BHK,805,2,35,2,4347.826087
P&T Colony,1 BHK,425,1,20.03,1,4712.941176
Whitefield,2 BHK,1155,2,59.95,2,5190.47619
Cunningham Road,4 BHK,5270,4,1250,4,23719.16509
Anekal,2 BHK,656,2,22,2,3353.658537
New Gurappana Palya,2 BHK,1100,2,48,2,4363.636364
Mahadevpura,2 BHK,1150,2,52,2,4521.73913
Chelekare,1 Bedroom,600,1,60,1,10000
Ambedkar Colony,2 BHK,1468,2,140,2,9536.784741
Palanahalli,4 Bedroom,4300,5,550,4,12790.69767
Whitefield,3 BHK,2280,4,126,3,5526.315789
Hegde Nagar,2 BHK,1341,2,97,2,7233.407905
Jakkur,2 BHK,1279,2,77,2,6020.328382
Electronic City Phase II,4 BHK,2225,4,98.88,4,4444.044944
Thanisandra,2 BHK,1185,2,43.51,2,3671.729958
Vadarpalya,3 BHK,1750,3,85,3,4857.142857
Kudlu,2 BHK,1152,2,53.5,2,4644.097222
Shivanagar,5 Bedroom,1000,4,160,5,16000
Hulimavu,2 BHK,1300,2,36,2,2769.230769
Varthur Road,4 Bedroom,2760,4,155,4,5615.942029
5th Phase JP Nagar,2 BHK,1070,2,39,2,3644.859813
Uttarahalli,2 BHK,1101,2,45,2,4087.19346
V.V Puram,2 BHK,775,2,55,2,7096.774194
Yeshwanthpur,1 BHK,667,1,36.85,1,5524.737631
Electronic City,2 BHK,1070,2,55,2,5140.186916
Old Airport Road,3 BHK,1875,2,110,3,5866.666667
Kundalahalli,2 BHK,735,2,57.99,2,7889.795918
Sarjapur,5 Bedroom,4360,4,90,5,2064.220183
Koramangala,3 BHK,1750,3,130,3,7428.571429
Marathahalli,2 BHK,1215,2,67,2,5514.403292
Sector 3 HSR Layout,9 Bedroom,600,9,190,9,31666.66667
Vishwapriya Layout,2 BHK,820,2,30,2,3658.536585
Banashankari Stage VI,2 BHK,1177.5,2,59.935,2,5090.021231
Battarahalli,3 BHK,1779,3,89.61,3,5037.099494
HMT Layout,2 BHK,1105,2,58,2,5248.868778
Whitefield,3 BHK,1650,3,60,3,3636.363636
Jalahalli,2 BHK,1694,2,150,2,8854.781582
Hosakerehalli,3 BHK,2376,3,203,3,8543.771044
Cox Town,3 BHK,1975,3,150,3,7594.936709
Kammasandra,2 BHK,674,2,33,2,4896.142433
Kaggadasapura,2 BHK,1185,2,41,2,3459.915612
 Thanisandra,1 RK,445,1,28,1,6292.134831
Mylasandra,6 Bedroom,900,7,76,6,8444.444444
HSR Layout,3 BHK,1475,3,75,3,5084.745763
Gottigere,3 BHK,1618,3,82.5,3,5098.887515
Koramangala,2 BHK,1120,2,65,2,5803.571429
Marathahalli,4 BHK,2181,3,152,4,6969.280147
Vidyaranyapura,4 Bedroom,1200,4,90,4,7500
Nagondanahalli,6 Bedroom,600,4,65,6,10833.33333
Bannerghatta Road,3 BHK,1556,2,59.13,3,3800.128535
Bannerghatta Road,2 BHK,1179,2,66.02,2,5599.660729
Thanisandra,2 BHK,1296,2,83,2,6404.320988
Kaggadasapura,2 BHK,1275,2,52,2,4078.431373
Kalasipalya,7 Bedroom,1875,2,300,7,16000
Kathriguppe,3 BHK,1400,2,77,3,5500
Gottigere,2 BHK,1222,2,63,2,5155.482815
Electronic City,2 BHK,940,2,41,2,4361.702128
Thanisandra,2 BHK,1185,2,42.6,2,3594.936709
Tumkur Road,3 BHK,1779,3,112,3,6295.671726
Begur Road,3 BHK,1615,3,59.76,3,3700.309598
Haralur Road,2 BHK,1056,2,61,2,5776.515152
7th Phase JP Nagar,2 BHK,1100,2,46,2,4181.818182
Arekere,2 BHK,920,2,40,2,4347.826087
ITI Layout,3 BHK,1602,2,75,3,4681.64794
Padmanabhanagar,2 BHK,1176,2,62,2,5272.108844
HBR Layout,4 Bedroom,675,3,59,4,8740.740741
Richmond Town,3 BHK,1352,3,135,3,9985.207101
Kasavanhalli,3 BHK,1717,3,99,3,5765.870705
4 Bedroom Farm House in Bagalur,4 Bedroom,10961,4,80,4,729.8604142
Bhoganhalli,4 BHK,2119,4,111,4,5238.319962
Vittasandra,2 BHK,1246,2,67.3,2,5401.284109
Anandapura,2 BHK,1141,2,42.79,2,3750.219106
Hennur Road,2 BHK,1157,2,84,2,7260.155575
Chandapura,2 BHK,1025,2,27.68,2,2700.487805
Yelahanka New Town,1 BHK,650,1,33,1,5076.923077
Hebbal,2 BHK,1349,2,98,2,7264.640474
Narayanapura,3 BHK,1566,3,83.3,3,5319.284802
Sahakara Nagar,4 BHK,2830,3,195,4,6890.459364
Electronic City,3 BHK,1320,2,38.13,3,2888.636364
manyata park,3 BHK,1780,3,84.83,3,4765.730337
Varthur,2 BHK,1091,2,34.9,2,3198.900092
Rachenahalli,4 BHK,3670,4,300,4,8174.386921
7th Phase JP Nagar,2 BHK,918,2,50.49,2,5500
Yeshwanthpur,4 BHK,1950,4,130,4,6666.666667
Panathur,3 BHK,1695,3,90,3,5309.734513
Yelahanka,3 BHK,1705,3,95,3,5571.847507
Kalyan nagar,3 BHK,1375,3,75,3,5454.545455
Kanakpura Road,1 BHK,525,1,30,1,5714.285714
Whitefield,2 BHK,1447,2,83,2,5736.005529
Thanisandra,2 BHK,1114,2,39,2,3500.897666
7th Phase JP Nagar,3 BHK,1450,2,100,3,6896.551724
Belathur,2 BHK,460,1,15,2,3260.869565
Vasanthapura,2 BHK,1022,2,40,2,3913.894325
Hebbal,2 BHK,1000,2,45,2,4500
Electronic City,2 BHK,1128,2,68.75,2,6094.858156
Kanakpura Road,2 BHK,1180,2,57,2,4830.508475
TC Palaya,6 Bedroom,1000,6,69,6,6900
Nagarbhavi,2 Bedroom,1200,2,150,2,12500
Sadashiva Nagar,3 BHK,3761,3,660,3,17548.52433
Kanakpura Road,2 BHK,1339,2,75,2,5601.194922
Yelachenahalli,3 BHK,1400,2,55,3,3928.571429
7th Phase JP Nagar,2 BHK,1040,2,39.52,2,3800
Kadugodi,2 BHK,1198,2,58,2,4841.402337
Shirdi Sai Layout,4 Bedroom,1200,3,95,4,7916.666667
Sarjapur  Road,3 BHK,1691,3,113,3,6682.436428
Bisuvanahalli,3 BHK,1075,3,36,3,3348.837209
1st Block Jayanagar,3 BHK,1630,3,194,3,11901.84049
8th Phase JP Nagar,3 BHK,1240,3,43.5,3,3508.064516
Bannerghatta Road,2 BHK,1122.5,2,58.935,2,5250.334076
Mallasandra,3 BHK,1665,3,86.58,3,5200
Marathahalli,3 BHK,2489,3,94,3,3776.617115
Brookefield,2 BHK,1142,2,70,2,6129.597198
Kodbisanhalli,3 BHK,1976,3,184,3,9311.740891
Sathya Sai Layout,4 Bedroom,5500,4,600,4,10909.09091
Kothannur,3 BHK,1853,3,82,3,4425.256341
Vijayanagar,8 Bedroom,600,4,72,8,12000
Kasturi Nagar,2 BHK,1567,2,92,2,5871.091257
Talaghattapura,2 BHK,1090,2,27.24,2,2499.082569
Raja Rajeshwari Nagar,6 Bedroom,1200,4,125,6,10416.66667
Indiranagar HAL 2nd Stage,4 Bedroom,2400,4,640,4,26666.66667
Electronics City Phase 1,2 BHK,1175,2,51.47,2,4380.425532
Subramanyapura,2 BHK,1200,2,52,2,4333.333333
Kodichikkanahalli,2 BHK,995,2,41,2,4120.603015
Magadi Road,2 BHK,884,2,41.1,2,4649.321267
Vishwanatha Nagenahalli,5 Bedroom,900,3,80,5,8888.888889
Yeshwanthpur,2 BHK,1170,2,57,2,4871.794872
KR Puram,2 BHK,1225,2,46.55,2,3800
Electronic City,2 BHK,1342,2,73.3,2,5461.997019
Uttarahalli,2 BHK,1345,2,67,2,4981.412639
Kodigehaali,3 BHK,1320,3,65,3,4924.242424
Raja Rajeshwari Nagar,2 BHK,1140,2,49.39,2,4332.45614
Battarahalli,2 BHK,1300,2,50,2,3846.153846
Hosa Road,3 BHK,1652,3,85,3,5145.27845
Thigalarapalya,3 BHK,2072,4,142,3,6853.281853
Arekere,3 BHK,1740,2,95,3,5459.770115
Electronic City,3 BHK,1360,2,71,3,5220.588235
Hosur Road,3 BHK,1145,2,60,3,5240.174672
Uttarahalli,3 BHK,1540,2,40,3,2597.402597
Sarjapur  Road,2 BHK,1278,2,95,2,7433.489828
Electronic City Phase II,1 BHK,630,1,40,1,6349.206349
Kanakpura Road,3 BHK,1100,3,58,3,5272.727273
Bendiganahalli,3 Bedroom,1200,3,95,3,7916.666667
Hosakerehalli Layout,7 Bedroom,2500,6,115,7,4600
Chandapura,1 BHK,582.5,1,15.135,1,2598.283262
Chandapura,2 BHK,1015,2,25.88,2,2549.753695
Hosur Road,5 Bedroom,3300,5,240,5,7272.727273
Basaveshwara Nagar,5 Bedroom,4500,5,415,5,9222.222222
Gunjur,3 BHK,1356,2,66,3,4867.256637
Hennagara,2 BHK,823,2,28,2,3402.18712
TC Palaya,3 Bedroom,1200,2,66,3,5500
Ramamurthy Nagar,2 BHK,1050,2,37,2,3523.809524
Ferrar Nagar,2 BHK,1180,2,69,2,5847.457627
Whitefield,2 BHK,1116,2,51.91,2,4651.433692
7th Phase JP Nagar,2 BHK,1070,2,42.79,2,3999.065421
Varthur,2 BHK,1385,2,80,2,5776.173285
Varthur,1 Bedroom,1000,1,70,1,7000
Whitefield,3 BHK,1897,3,130,3,6852.925672
Magadi Road,2 BHK,1005,2,55.78,2,5550.248756
Green Glen Layout,3 BHK,1575,3,125,3,7936.507937
Subramanyapura,2 BHK,975,2,65,2,6666.666667
Hennur Road,3 BHK,1904,3,120,3,6302.521008
Kengeri Satellite Town,1 BHK,930,1,30,1,3225.806452
Kanakpura Road,1 BHK,525,1,26,1,4952.380952
BAGUR,1 BHK,686,1,17,1,2478.134111
Electronic City Phase II,2 Bedroom,2400,3,150,2,6250
8th block Koramangala,2 Bedroom,1410,1,233,2,16524.8227
Sarjapur  Road,3 Bedroom,2238,3,140,3,6255.585344
Harlur,2 BHK,1174,2,69,2,5877.342419
Thubarahalli,4 Bedroom,3800,4,239,4,6289.473684
Whitefield,3 BHK,2225,2,125,3,5617.977528
M.G Road,2 BHK,1250,2,200,2,16000
Jigani,2 BHK,918,2,52,2,5664.488017
Mahadevpura,2 BHK,1250,2,52,2,4160
Sarjapur  Road,3 BHK,1800,3,110,3,6111.111111
Marathahalli,2 BHK,1170,2,53,2,4529.91453
Byatarayanapura,1 BHK,1300,1,200,1,15384.61538
Bannerghatta Road,2 BHK,793,2,45,2,5674.653216
Jakkur,3 BHK,1710,3,107,3,6257.309942
Kambipura,3 BHK,1082,2,57.5,3,5314.232902
Naganathapura,2 BHK,1001,2,33.03,2,3299.7003
Srinivasa Nagar,4 Bedroom,1500,4,180,4,12000
Yelahanka,3 BHK,1590,2,54,3,3396.226415
Basavanagara,3 BHK,2400,2,80,3,3333.333333
Horamavu Banaswadi,3 BHK,1554,3,55,3,3539.253539
Thanisandra,2 BHK,1142.5,2,43.415,2,3800
Bellandur,5 BHK,4239,5,423,5,9978.768577
Konanakunte,2 Bedroom,884,1,58,2,6561.085973
Hosa Road,2 BHK,1045,2,98.89,2,9463.157895
Marathahalli,2 BHK,1019,2,49.86,2,4893.032385
Ambedkar Nagar,3 BHK,1935,4,130,3,6718.346253
Uttarahalli,3 BHK,1135,2,39.73,3,3500.440529
Lakshminarayana Pura,3 BHK,1680,3,150,3,8928.571429
Hebbal,4 BHK,2470,5,247,4,10000
1st Phase JP Nagar,4 BHK,2825,4,250,4,8849.557522
Hosakerehalli,3 BHK,2480,3,330,3,13306.45161
5th Phase JP Nagar,9 Bedroom,1260,11,290,9,23015.87302
Ramamurthy Nagar,5 Bedroom,1800,4,187,5,10388.88889
Kasavanhalli,3 BHK,1799,3,90,3,5002.779322
Attibele,1 BHK,400,1,11,1,2750
Kundalahalli,2 BHK,1047,2,82,2,7831.900669
Kaverappa Layout,2 BHK,1282,2,87,2,6786.271451
NGR Layout,2 BHK,1020,2,45.9,2,4500
Kammanahalli,4 Bedroom,1080,3,155,4,14351.85185
Whitefield,2 BHK,1495,2,79.5,2,5317.725753
Kasavanhalli,4 Bedroom,3260,4,240,4,7361.96319
Divya Unnathi Layout,3 BHK,1611,2,64.44,3,4000
Koramangala,4 BHK,3500,5,425,4,12142.85714
Vasantha Vallabha Nagar,3 Bedroom,1500,2,95,3,6333.333333
Sahakara Nagar,3 BHK,1500,2,95,3,6333.333333
Yelahanka,4 Bedroom,3206,5,270,4,8421.709295
Uttarahalli,3 BHK,1540,3,50,3,3246.753247
Hosa Road,3 BHK,1639,3,80,3,4881.025015
Marathahalli,4 Bedroom,700,4,72,4,10285.71429
